concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,broad_inc,narrow_inc,SCLC,Broad_prev,narrow_prev
36552316,From descendants,"Small cell carcinoma, fusiform cell of upper lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
36552385,From descendants,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36552939,From descendants,"Squamous cell carcinoma, microinvasive of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36553379,From descendants,"Epithelial-myoepithelial carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36553787,From descendants,"Adenocarcinoma of lung, mucinous of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36554343,From descendants,"Adenocarcinoid tumor of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
36554642,From descendants,"Squamous cell carcinoma, microinvasive of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
36555136,From descendants,"Basaloid carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36555210,From descendants,"Mesothelioma, biphasic, malignant of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36555685,From descendants,"Medullary carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36555703,From descendants,"Papillary adenocarcinoma, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36556267,From descendants,"Schneiderian carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36556287,From descendants,"Malignant mastocytosis of upper lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36556317,From descendants,"Mesothelioma, biphasic, malignant of lung, NOS",Condition,ICDO3,standard,y,n,n,y,n
36556450,From descendants,Mucinous adenocarcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,y,n,y,y
36556614,From descendants,"Clear cell adenocarcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36556624,From descendants,Schneiderian carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,n,n,y,n
36556677,From descendants,"Epithelioma, malignant of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
36557194,From descendants,"Solitary fibrous tumor, malignant of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36557572,From descendants,"Mesothelioma, malignant of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36557631,From descendants,"Malignant mastocytosis of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
36557699,From descendants,"Hepatoid adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36558320,From descendants,"Malignant fibrous histiocytoma of middle lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36558400,From descendants,Hepatoid adenocarcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,n,n,y,n
36558515,From descendants,"Cribriform carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36558543,From descendants,"Carcinoma, undifferentiated, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36558610,From descendants,"Cloacogenic carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36558877,From descendants,"Alveolar adenocarcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
36559186,From descendants,"Verrucous carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36559822,From descendants,"Mesothelioma, malignant of overlapping lesion of lung",Condition,ICDO3,standard,y,n,n,y,n
36559892,From descendants,Alveolar adenocarcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,y,n,y,y
36560118,From descendants,Papillary squamous cell carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,y,n,y,y
36560247,From descendants,Combined small cell carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,n,n,y,n,n
36560499,From descendants,"Glassy cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36560854,From descendants,"Cribriform carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36561274,From descendants,"Papillary squamous cell carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36561629,From descendants,"Malignant mastocytosis of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36561699,From descendants,"Polygonal cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36561870,From descendants,"Squamous cell carcinoma, adenoid of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
36562007,From descendants,"Malignant histiocytosis of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36562727,From descendants,"Verrucous carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36562795,From descendants,"Granular cell carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36562863,From descendants,"Hepatoid adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36563105,From descendants,"Mixed cell adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36563276,From descendants,Glassy cell carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,n,n,y,n
36563562,From descendants,Granular cell carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,n,n,y,n
36563697,From descendants,Carcinoma simplex of overlapping lesion of lung,Condition,ICDO3,standard,y,y,n,y,y
36563971,From descendants,"Mesothelioma, biphasic, malignant of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36564060,From descendants,"Epithelioid mesothelioma, malignant of overlapping lesion of lung",Condition,ICDO3,standard,y,n,n,y,n
36564670,From descendants,"Medullary carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
36564790,From descendants,"Solitary fibrous tumor, malignant of overlapping lesion of lung",Condition,ICDO3,standard,n,n,n,n,n
36564894,From descendants,Myoepithelial carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,n,n,y,n
36565647,From descendants,"Large cell carcinoma, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36565786,From descendants,"Cribriform carcinoma, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36565803,From descendants,"Metaplastic carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36566204,From descendants,Basal cell adenocarcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,y,n,y,y
36566369,From descendants,"Squamous cell carcinoma, adenoid of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36566849,From descendants,"Basal cell adenocarcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36567491,From descendants,"Clear cell adenocarcinoma, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
36567546,From descendants,"Mixed cell adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36567589,From descendants,"Cloacogenic carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
36567811,From descendants,"Malignant fibrous histiocytoma of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36712707,From descendants,Primary adenocarcinoma of lower lobe of left lung,Condition,SNOMED,standard,y,y,n,y,y
36712708,From descendants,Primary adenocarcinoma of upper lobe of left lung,Condition,SNOMED,standard,y,y,n,y,y
36712709,From descendants,Primary adenocarcinoma of lower lobe of right lung,Condition,SNOMED,standard,y,y,n,y,y
36717017,From descendants,Primary adenocarcinoma of upper lobe of right lung,Condition,SNOMED,standard,y,y,n,y,y
37109576,From descendants,Squamous non-small cell lung cancer,Condition,SNOMED,standard,y,y,n,y,y
42511643,From descendants,"Adenocarcinoma in situ of lung, mucinous of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42511673,From descendants,"Minimally invasive adenocarcinoma, non-mucinous of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
42511704,From descendants,"Malignant peripheral nerve sheath tumor, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
42511714,From descendants,"Glomus tumor, malignant of middle lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42511724,From descendants,"Adenocarcinoma in situ of lung, mucinous of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42511824,From descendants,"Adenocarcinoma in situ of lung, mucinous of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
42511847,From descendants,"Perivascular epithelioid tumor, malignant of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42511851,From descendants,"Cystadenocarcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42511853,From descendants,"Minimally invasive adenocarcinoma, non-mucinous of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42511869,From descendants,"Adenocarcinoma in situ of lung, mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
42511919,From descendants,"Adenocarcinoma, intestinal type of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42511960,From descendants,"CNS embryonal tumor, NOS, of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
42511962,From descendants,"Micropapillary carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42511979,From descendants,"Minimally invasive adenocarcinoma, non-mucinous of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512028,From descendants,"Adenocarcinoma in situ of lung, non-mucinous of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
42512083,From descendants,"Ossifying fibromyxoid tumor, malignant of upper lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42512102,From descendants,"Fetal adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512133,From descendants,"Ossifying fibromyxoid tumor, malignant of overlapping lesion of lung",Condition,ICDO3,standard,n,n,n,n,n
42512167,From descendants,Fetal adenocarcinoma of overlapping lesion of lung,Condition,ICDO3,standard,y,y,n,y,y
42512168,From descendants,"CNS embryonal tumor, NOS, of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42512188,From descendants,"Perivascular epithelioid tumor, malignant of middle lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42512246,From descendants,"Minimally invasive adenocarcinoma, mucinous of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512258,From descendants,"Perivascular epithelioid tumor, malignant of overlapping lesion of lung",Condition,ICDO3,standard,n,n,n,n,n
42512265,From descendants,"Micropapillary carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512281,From descendants,"Ossifying fibromyxoid tumor, malignant of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42512283,From descendants,"Ossifying fibromyxoid tumor, malignant of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
42512326,From descendants,"Fetal adenocarcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512336,From descendants,"Minimally invasive adenocarcinoma, non-mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
42512380,From descendants,"Minimally invasive adenocarcinoma, mucinous of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512429,From descendants,"Perivascular epithelioid tumor, malignant of upper lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42512505,From descendants,"Micropapillary carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
42512532,From descendants,"Adenocarcinoma in situ of lung, non-mucinous of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512616,From descendants,"Minimally invasive adenocarcinoma, mucinous of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
42512620,From descendants,"Minimally invasive adenocarcinoma, mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
42512747,From descendants,"Adenocarcinoma in situ of lung, non-mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
42512748,From descendants,"Perivascular epithelioid tumor, malignant of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
42512752,From descendants,"Micropapillary carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512758,From descendants,"Fetal adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512781,From descendants,"Mixed tumor, malignant, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512800,From descendants,"Adenocarcinoma in situ of lung, mucinous of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512801,From descendants,"Micropapillary carcinoma, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,y,y,n,y,y
42512859,From descendants,"Minimally invasive adenocarcinoma, non-mucinous of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512867,From descendants,"Minimally invasive adenocarcinoma, mucinous of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
42512969,From descendants,"Ossifying fibromyxoid tumor, malignant of middle lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
44498940,From descendants,"Combined small cell carcinoma of lung, NOS",Condition,ICDO3,standard,n,n,y,n,n
44498975,From descendants,"Mesothelioma, malignant of lung, NOS",Condition,ICDO3,standard,y,n,n,y,n
44499007,From descendants,"Papillary carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499010,From descendants,"Squamous cell carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499422,From descendants,"Non-small cell carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499455,From descendants,"Solitary fibrous tumor, malignant of upper lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
44499488,From descendants,"Squamous cell carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499584,From descendants,"Hemangiopericytoma, malignant of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
44499626,From descendants,"Combined small cell carcinoma of upper lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44499676,From descendants,"Carcinoma, anaplastic, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499678,From descendants,"Small cell carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44499686,From descendants,"Adenoid cystic carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44499688,From descendants,"Bronchiolo-alveolar carcinoma, non-mucinous of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499730,From descendants,"Lymphoepithelial carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499741,From descendants,"Lepidic adenocarcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44499866,From descendants,"Pleomorphic carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499882,From descendants,"Adenocarcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499889,From descendants,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499898,From descendants,"Medullary carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44499900,From descendants,"Adenosquamous carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44499915,From descendants,"Clear cell adenocarcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500000,From descendants,"Small cell carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44500061,From descendants,"Solid carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500072,From descendants,"Mucinous adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500114,From descendants,"Carcinoma, undifferentiated, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500183,From descendants,"Large cell carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500188,From descendants,"Non-small cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500201,From descendants,"Mucinous cystadenocarcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500287,From descendants,"Basaloid squamous cell carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500303,From descendants,"Mucin-producing adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500348,From descendants,"Squamous cell carcinoma, microinvasive of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500356,From descendants,"Lepidic adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500359,From descendants,"Lepidic adenocarcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500414,From descendants,"Adenocarcinoma with mixed subtypes of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500415,From descendants,"Papillary adenocarcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500448,From descendants,"Adenocarcinoma of lung, mucinous of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500542,From descendants,"Small cell carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,n,n,y,n,n
44500577,From descendants,"Papillary carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500614,From descendants,"Epithelioid mesothelioma, malignant of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44500629,From descendants,"Carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500666,From descendants,"Germinoma of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
44500712,From descendants,"Combined small cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44500790,From descendants,"Bronchiolo-alveolar carcinoma, non-mucinous of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500841,From descendants,"Large cell carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44500896,From descendants,"Mesothelioma, malignant of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44500971,From descendants,"Large cell carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44500984,From descendants,"Squamous cell carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501061,From descendants,"Papillary squamous cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501086,From descendants,"Mucoepidermoid carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44501124,From descendants,"Large cell carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501179,From descendants,"Carcinoma, anaplastic, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501310,From descendants,"Squamous cell carcinoma, spindle cell of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501357,From descendants,"Acinar cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44501404,From descendants,"Adenocarcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501411,From descendants,"Mucin-producing adenocarcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501438,From descendants,"Lepidic adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501471,From descendants,"Non-small cell carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501516,From descendants,"Squamous cell carcinoma, spindle cell of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501558,From descendants,"Pleomorphic carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501559,From descendants,"Spindle cell carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501567,From descendants,"Basaloid squamous cell carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501585,From descendants,"Acinar cell carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44501613,From descendants,"Papillary squamous cell carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501617,From descendants,"Lymphoepithelial carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501791,From descendants,"Vipoma of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
44501794,From descendants,"Alveolar adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44501807,From descendants,"Paraganglioma, NOS, of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
44501926,From descendants,"Pleomorphic carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502109,From descendants,"Mucoepidermoid carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44502176,From descendants,"Papillary adenocarcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502238,From descendants,"Mucoepidermoid carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44502329,From descendants,"Adenocarcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502334,From descendants,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502341,From descendants,"Mucinous adenocarcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502390,From descendants,"Solid carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502427,From descendants,"Small cell carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44502457,From descendants,"Squamous cell carcinoma, spindle cell of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502466,From descendants,"Adenocarcinoma with mixed subtypes of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502543,From descendants,"Mucinous adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502549,From descendants,"Acinar cell carcinoma of upper lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44502623,From descendants,"Adenocarcinoma of lung, mucinous of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502676,From descendants,"Carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502703,From descendants,"Adenocarcinoma with mixed subtypes of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502764,From descendants,"Carcinoma, undifferentiated, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502769,From descendants,"Adenoid cystic carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,n,n,y,n
44502784,From descendants,"Adenocarcinoma with squamous metaplasia of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502856,From descendants,"Spindle cell carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502876,From descendants,"Mucin-producing adenocarcinoma of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502885,From descendants,"Adenosquamous carcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502943,From descendants,"Papillary adenocarcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502949,From descendants,"Clear cell adenocarcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44503004,From descendants,"Papillary carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44503010,From descendants,"Basaloid squamous cell carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44503018,From descendants,"Bronchiolo-alveolar carcinoma, non-mucinous of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44503093,From descendants,"Mucin-producing adenocarcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44503098,From descendants,"Adenosquamous carcinoma of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44503115,From descendants,"Hemangiopericytoma, malignant of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
