concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,broad_inc,narrow_inc,SCLC,Broad_prev,narrow_prev
44503152,From descendants,"Alveolar adenocarcinoma of middle lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44503538,From descendants,"Carcinoma, undifferentiated, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44504995,From descendants,"Carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44505001,From descendants,"Carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505003,From descendants,"Carcinoma, undifferentiated, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505004,From descendants,"Pleomorphic carcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505005,From descendants,"Spindle cell carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505008,From descendants,"Non-small cell carcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505010,From descendants,"Papillary squamous cell carcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505011,From descendants,"Squamous cell carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505013,From descendants,"Basaloid squamous cell carcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505016,From descendants,"Adenocarcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505018,From descendants,"Adenoid cystic carcinoma of lung, NOS",Condition,ICDO3,standard,y,n,n,y,n
44505019,From descendants,"Solid carcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505021,From descendants,"Bronchiolo-alveolar carcinoma, non-mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505022,From descendants,"Adenocarcinoma of lung, mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505023,From descendants,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505024,From descendants,"Adenocarcinoma with mixed subtypes of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505025,From descendants,"Papillary adenocarcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505026,From descendants,"Clear cell adenocarcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505027,From descendants,"Fetal adenocarcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505028,From descendants,"Mucoepidermoid carcinoma of lung, NOS",Condition,ICDO3,standard,y,n,n,y,n
44505029,From descendants,"Mucinous cystadenocarcinoma, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505030,From descendants,"Mucinous adenocarcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505032,From descendants,"Acinar cell carcinoma of lung, NOS",Condition,ICDO3,standard,y,n,n,y,n
44505033,From descendants,"Adenosquamous carcinoma of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
44505038,From descendants,"Myoepithelial carcinoma of lung, NOS",Condition,ICDO3,standard,y,n,n,y,n
45768879,From descendants,Primary fetal adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768880,From descendants,Primary mixed subtype adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768881,From descendants,Primary adenosquamous carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768884,From descendants,Primary acinar cell carcinoma of lung,Condition,SNOMED,standard,y,n,n,y,n
45768885,From descendants,Primary solid carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768886,From descendants,Primary papillary adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768916,From descendants,Primary adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768917,From descendants,Primary mucinous adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768918,From descendants,Primary clear cell squamous cell carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768919,From descendants,Primary basaloid squamous cell carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768920,From descendants,Primary undifferentiated carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768921,From descendants,Primary spindle cell carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768922,From descendants,Primary pleomorphic carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768927,From descendants,Primary myoepithelial carcinoma of lung,Condition,SNOMED,standard,y,n,n,y,n
45768928,From descendants,Primary adenoid cystic carcinoma of lung,Condition,SNOMED,standard,y,n,n,y,n
45768929,From descendants,Primary salivary gland type carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768930,From descendants,Primary mixed mucinous and non-mucinous bronchiolo-alveolar carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768931,From descendants,Primary non-mucinous bronchiolo-alveolar carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45768932,From descendants,Primary mucinous bronchiolo-alveolar carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45769034,From descendants,Primary mucinous cystadenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45772938,From descendants,Primary papillary squamous cell carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
45772939,From descendants,Primary mucoepidermoid carcinoma of lung,Condition,SNOMED,standard,y,n,n,y,n
46272955,From descendants,Primary clear cell adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
4092218,From descendants,Malignant neoplasm of middle lobe bronchus,Condition,SNOMED,standard,y,y,n,y,y
36527914,From descendants,"Teratoma, malignant, NOS, of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42511836,From descendants,"Yolk sac tumor, NOS, of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42512043,From descendants,"Nuclear protein in testis (NUT)-associated carcinoma of lower lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36524343,From descendants,"Teratoma, malignant, NOS, of upper lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42511775,From descendants,"Nuclear protein in testis (NUT)-associated carcinoma of upper lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
4112736,From descendants,Adenoid cystic carcinoma of trachea,Condition,SNOMED,standard,y,n,n,y,n
4247821,From descendants,Primary malignant neoplasm of carina,Condition,SNOMED,standard,y,y,n,y,y
36534394,From descendants,"Papillary carcinoma, NOS, of trachea",Condition,ICDO3,standard,y,y,n,y,y
36535997,From descendants,Pleomorphic carcinoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36538174,From descendants,"Solitary fibrous tumor, malignant of trachea",Condition,ICDO3,standard,n,n,n,n,n
36539453,From descendants,Villous adenocarcinoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36539579,From descendants,Adenocarcinoma in tubulovillous adenoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36541009,From descendants,"Epithelioma, malignant of trachea",Condition,ICDO3,standard,y,y,n,y,y
36541732,From descendants,Adenocarcinoma with mixed subtypes of trachea,Condition,ICDO3,standard,y,y,n,y,y
36543613,From descendants,Scirrhous adenocarcinoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36545159,From descendants,"Bronchiolo-alveolar carcinoma, non-mucinous of trachea",Condition,ICDO3,standard,y,y,n,y,y
36550126,From descendants,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of trachea",Condition,ICDO3,standard,y,y,n,y,y
36550178,From descendants,Superficial spreading adenocarcinoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36550624,From descendants,Lepidic adenocarcinoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36558787,From descendants,"Adenocarcinoma of lung, mucinous of trachea",Condition,ICDO3,standard,y,y,n,y,y
36563281,From descendants,"Carcinoma, anaplastic, NOS, of trachea",Condition,ICDO3,standard,y,y,n,y,y
36564244,From descendants,Adenocarcinoma in villous adenoma of trachea,Condition,ICDO3,standard,y,y,n,y,y
36567995,From descendants,Malignant fibrous histiocytoma of trachea,Condition,ICDO3,standard,n,n,n,n,n
42511671,From descendants,Epithelial-myoepithelial carcinoma of trachea,Condition,ICDO3,standard,y,n,n,y,n
44499963,From descendants,"Adenocarcinoma, NOS, of trachea",Condition,ICDO3,standard,y,y,n,y,y
44500969,From descendants,"Carcinoma, NOS, of trachea",Condition,ICDO3,standard,y,y,n,y,y
44501136,From descendants,"Cribriform carcinoma, NOS, of trachea",Condition,ICDO3,standard,y,y,n,y,y
44504982,From descendants,Myoepithelial carcinoma of trachea,Condition,ICDO3,standard,y,n,n,y,n
45768856,From descendants,Primary myoepithelial carcinoma of trachea,Condition,SNOMED,standard,n,n,n,n,n
45768857,From descendants,Primary mucoepidermoid carcinoma of trachea,Condition,SNOMED,standard,y,n,n,y,n
45768858,From descendants,Primary salivary gland type carcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768860,From descendants,Primary mucinous cystadenocarcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768861,From descendants,Primary solid carcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768862,From descendants,Primary undifferentiated carcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768869,From descendants,Primary adenosquamous carcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768934,From descendants,Primary papillary adenocarcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768935,From descendants,Primary mucinous adenocarcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768936,From descendants,Primary adenocarcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45768952,From descendants,Primary lymphoepithelial carcinoma of trachea,Condition,SNOMED,standard,y,y,n,y,y
45772942,From descendants,Primary verrucous carcinoma of trachea,Condition,SNOMED,standard,y,n,n,y,n
602149,From descendants,Primary adenocarcinoma of right main bronchus,Condition,SNOMED,standard,y,y,n,y,y
605430,From descendants,Primary adenocarcinoma of left main bronchus,Condition,SNOMED,standard,y,y,n,y,y
4162250,From descendants,Carcinoma of main bronchus,Condition,SNOMED,standard,y,y,n,y,y
36517902,From descendants,"Adenocarcinoma of lung, mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36520883,From descendants,Malignant histiocytosis of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36521066,From descendants,Scirrhous adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36521849,From descendants,"Mesothelioma, malignant of main bronchus",Condition,ICDO3,standard,y,n,n,y,n
36522039,From descendants,"Squamous cell carcinoma, adenoid of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36524077,From descendants,"Epithelioid mesothelioma, malignant of main bronchus",Condition,ICDO3,standard,y,n,n,y,n
36525316,From descendants,Alveolar adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36528931,From descendants,"Fibrous mesothelioma, malignant of main bronchus",Condition,ICDO3,standard,y,n,n,y,n
36529004,From descendants,Adenocarcinoma with squamous metaplasia of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36529246,From descendants,Carcinoma simplex of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36530722,From descendants,Schneiderian carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36532111,From descendants,"Mesothelioma, biphasic, malignant of main bronchus",Condition,ICDO3,standard,y,n,n,y,n
36533557,From descendants,Myoepithelial carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36535188,From descendants,Lymphoepithelial carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36536437,From descendants,Adenoid cystic carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36536644,From descendants,"Small cell carcinoma, fusiform cell of main bronchus",Condition,ICDO3,standard,n,n,y,n,n
36537230,From descendants,"Verrucous carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,n,n,y,n
36537925,From descendants,Malignant mastocytosis of main bronchus,Condition,ICDO3,standard,n,n,n,n,n
36540041,From descendants,"Medullary carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,n,n,y,n
36541699,From descendants,"Solid carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36542225,From descendants,Combined small cell carcinoma of main bronchus,Condition,ICDO3,standard,n,n,y,n,n
36545761,From descendants,Hepatoid adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36547678,From descendants,"Cribriform carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36548825,From descendants,Adenocarcinoma with apocrine metaplasia of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36549552,From descendants,"Metaplastic carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36551189,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36551562,From descendants,Adenocarcinoid tumor of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36552502,From descendants,Epithelial-myoepithelial carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36555815,From descendants,Glassy cell carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36558075,From descendants,Malignant fibrous histiocytoma of main bronchus,Condition,ICDO3,standard,n,n,n,n,n
36558592,From descendants,Basaloid carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36560457,From descendants,Basal cell adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36560716,From descendants,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36560845,From descendants,Acinar cell carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36561009,From descendants,Superficial spreading adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36561467,From descendants,Cloacogenic carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36561810,From descendants,"Bronchiolo-alveolar carcinoma, non-mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36562468,From descendants,"Solitary fibrous tumor, malignant of main bronchus",Condition,ICDO3,standard,n,n,n,n,n
36563834,From descendants,Mixed cell adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36565111,From descendants,"Carcinoma, anaplastic, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36565274,From descendants,Mucoepidermoid carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36565633,From descendants,Lepidic adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
36566002,From descendants,"Epithelioma, malignant of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36567150,From descendants,"Squamous cell carcinoma, spindle cell of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36567179,From descendants,Granular cell carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
36567740,From descendants,"Carcinoma, undifferentiated, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
36567972,From descendants,"Squamous cell carcinoma, microinvasive of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
42511773,From descendants,"Perivascular epithelioid tumor, malignant of main bronchus",Condition,ICDO3,standard,n,n,n,n,n
42512038,From descendants,"Adenocarcinoma in situ of lung, mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
42512222,From descendants,"Minimally invasive adenocarcinoma, mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
42512286,From descendants,"Adenocarcinoma in situ of lung, non-mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
42512311,From descendants,Fetal adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
42512456,From descendants,"Micropapillary carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
42512536,From descendants,"Ossifying fibromyxoid tumor, malignant of main bronchus",Condition,ICDO3,standard,n,n,n,n,n
42512569,From descendants,"Minimally invasive adenocarcinoma, non-mucinous of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44499508,From descendants,"Clear cell adenocarcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44499621,From descendants,"Spindle cell carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44500290,From descendants,"Adenocarcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44500302,From descendants,Mucin-producing adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44500343,From descendants,"Papillary carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44500713,From descendants,Non-small cell carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44500730,From descendants,"Papillary adenocarcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44500843,From descendants,Pleomorphic carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44500918,From descendants,"Large cell carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44501335,From descendants,"Squamous cell carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
44501394,From descendants,Papillary squamous cell carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44501795,From descendants,Adenocarcinoma with mixed subtypes of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44502006,From descendants,Polygonal cell carcinoma of main bronchus,Condition,ICDO3,standard,y,n,n,y,n
44502159,From descendants,"Small cell carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,n,n,y,n,n
44502436,From descendants,Basaloid squamous cell carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44502952,From descendants,Mucinous adenocarcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44502961,From descendants,Adenosquamous carcinoma of main bronchus,Condition,ICDO3,standard,y,y,n,y,y
44504988,From descendants,"Carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,y,y,n,y,y
4111805,From descendants,Squamous cell carcinoma of bronchus,Condition,SNOMED,standard,y,y,n,y,y
37111619,From descendants,Malignant carcinoid tumor of bronchus,Condition,SNOMED,standard,n,n,n,n,n
443388,From descendants,Malignant tumor of lung,Condition,SNOMED,standard,y,y,n,y,y
443399,From descendants,Malignant tumor of bronchus,Condition,SNOMED,standard,y,y,n,y,y
3181040,From descendants,Metastatic lung carcinoma,Condition,Nebraska Lexicon,standard,y,y,n,y,y
4089755,From descendants,Malignant neoplasm of lower lobe bronchus,Condition,SNOMED,standard,y,y,n,y,y
4092215,From descendants,Malignant neoplasm of carina of bronchus,Condition,SNOMED,standard,y,y,n,y,y
4092217,From descendants,"Malignant neoplasm of middle lobe, bronchus or lung",Condition,SNOMED,non-standard,y,y,n,y,y
4094876,From descendants,"Malignant neoplasm of lower lobe, bronchus or lung",Condition,SNOMED,non-standard,y,y,n,y,y
4095450,From descendants,Malignant neoplasm of upper lobe bronchus,Condition,SNOMED,standard,y,y,n,y,y
4100540,From descendants,Carcinoid bronchial adenoma,Condition,SNOMED,standard,n,n,n,n,n
4110587,From descendants,Malignant tumor of lung parenchyma,Condition,SNOMED,standard,y,y,n,y,y
4112738,From descendants,Adenocarcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
4114342,From descendants,Lymphangitis carcinomatosa,Condition,SNOMED,standard,y,y,n,y,y
4119610,From descendants,Pulmonary tumor embolism,Condition,SNOMED,standard,n,n,n,n,n
4157333,From descendants,Malignant neoplasm of main bronchus,Condition,SNOMED,standard,y,y,n,y,y
4177112,From descendants,Malignant tumor of trachea,Condition,SNOMED,standard,y,y,n,y,y
4198434,From descendants,Local recurrence of malignant tumor of lung,Condition,SNOMED,standard,n,n,n,y,y
36530787,From descendants,"Teratoma, malignant, NOS, of middle lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
36543233,From descendants,"Teratoma, malignant, NOS, of main bronchus",Condition,ICDO3,standard,n,n,n,n,n
36550920,From descendants,"Teratoma, malignant, NOS, of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
36566990,From descendants,"Teratoma, malignant, NOS, of overlapping lesion of lung",Condition,ICDO3,standard,n,n,n,n,n
36712981,From descendants,Adenocarcinoma of right lung,Condition,SNOMED,standard,y,y,n,y,y
37116436,From descendants,Malignant epithelial neoplasm of bronchus,Condition,SNOMED,standard,y,y,n,y,y
40492938,From descendants,Carcinoma of lung,Condition,SNOMED,standard,y,y,n,y,y
42511764,From descendants,Nuclear protein in testis (NUT)-associated carcinoma of main bronchus,Condition,ICDO3,standard,n,n,n,n,n
42512060,From descendants,"Nuclear protein in testis (NUT)-associated carcinoma of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
42512108,From descendants,Nuclear protein in testis (NUT)-associated carcinoma of overlapping lesion of lung,Condition,ICDO3,standard,n,n,n,n,n
42512203,From descendants,"Nuclear protein in testis (NUT)-associated carcinoma of middle lobe, lung",Condition,ICDO3,standard,n,n,n,n,n
42539251,From descendants,Adenocarcinoma of left lung,Condition,SNOMED,standard,y,y,n,y,y
44505002,From descendants,"Carcinomatosis of lung, NOS",Condition,ICDO3,standard,n,n,n,n,n
44505017,From descendants,"Adenocarcinoma, metastatic, NOS, of lung, NOS",Condition,ICDO3,standard,y,y,n,y,y
252840,From orphan,Primary malignant neoplasm of upper respiratory tract,Condition,SNOMED,standard,n,n,n,n,n
254591,From orphan,Secondary malignant neoplasm of lung,Condition,SNOMED,standard,n,n,n,n,n
432851,From orphan,Secondary malignant neoplastic disease,Condition,SNOMED,standard,n,n,n,n,n
434584,From orphan,Kaposi's sarcoma (clinical),Condition,SNOMED,standard,n,n,n,n,n
434592,From orphan,B-cell lymphoma (clinical),Condition,SNOMED,standard,n,n,n,n,n
438693,From orphan,Primary malignant neoplasm of mediastinum,Condition,SNOMED,standard,n,n,n,n,n
439751,From orphan,Secondary malignant neoplasm of intrathoracic lymph nodes,Condition,SNOMED,standard,n,n,n,n,n
440417,From orphan,Pulmonary embolism,Condition,SNOMED,standard,n,n,n,n,n
4003830,From orphan,Diffuse non-Hodgkin's lymphoma,Condition,SNOMED,standard,n,n,n,n,n
4003835,From orphan,Alpha heavy chain disease (clinical),Condition,SNOMED,standard,n,n,n,n,n
4038835,From orphan,Hodgkin's disease (clinical),Condition,SNOMED,standard,n,n,n,n,n
4038838,From orphan,Non-Hodgkin's lymphoma (clinical),Condition,SNOMED,standard,n,n,n,n,n
4093960,From orphan,Carcinoma in situ of bronchus and lung,Condition,SNOMED,standard,n,n,n,n,n
4094548,From orphan,Extramedullary plasmacytoma,Condition,SNOMED,standard,n,n,n,n,n
4147164,From orphan,Malignant tumor of lymphoid hemopoietic and related tissue,Condition,SNOMED,standard,n,n,n,n,n
4147411,From orphan,Follicular non-Hodgkin's lymphoma,Condition,SNOMED,standard,n,n,n,n,n
4225982,From orphan,Mature T-cell AND/OR NK cell neoplasm,Condition,SNOMED,standard,n,n,n,n,n
4278365,From orphan,Langerhans cell histiocytosis,Condition,SNOMED,standard,n,n,n,n,n
4311499,From orphan,Primary malignant neoplasm of respiratory tract,Condition,SNOMED,standard,y,n,n,y,n
4112739,From orphan,Oat cell carcinoma of lung,Condition,SNOMED,standard,n,n,y,n,n
4201621,From orphan,"	Metastasis from malignant tumor of lung",Condition,SNOMED,standard,n,n,n,y,y
44499678,From orphan,"Small cell carcinoma, NOS, of lower lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44500000,From orphan,"Small cell carcinoma, NOS, of middle lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44500190,From orphan,"Squamous cell carcinoma, keratinizing, NOS, of lower lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
44502159,From orphan,"Small cell carcinoma, NOS, of main bronchus",Condition,ICDO3,standard,n,n,y,n,n
44502427,From orphan,"Small cell carcinoma, NOS, of upper lobe, lung",Condition,ICDO3,standard,n,n,y,n,n
44503136,From orphan,"	Squamous cell carcinoma, keratinizing, NOS, of upper lobe, lung",Condition,ICDO3,standard,y,y,n,y,y
40493428,From orphan,Malignant neoplasm of respiratory system,Condition,ICDO3,standard,y,y,n,n,n
